From	To
Q05209	PTPN12
Q9CPS7	Pno1
P50453	SERPINB9
Q5QJ74	TBCEL
P16452	EPB42
E5RGN8	DGLUCY
H3BKQ3	Evi5l
A0A0A0MQ95	Arhgap12
Q86X29	LSR
P97384	Anxa11
H0YIC4	CS
P04843	RPN1
P15260	IFNGR1
Q3KRD0	Dars2
F1RW85	FAM171A1
A0A0B4J1H6	Igkv2-137
Q8K1K6	Serpinb10
Q9Y4E8	USP15
G3UYZ1	Igsf8
F1S0W9	NUP214
F1SAQ4	SETD3
Q9Y2L5	TRAPPC8
Q9WVB1	Rab6a
Q9UKG9	CROT
I3LUN1	TECRL
F1RN32	GAS6
F1RP05	DNAJA2
F7B7M8	Nkain4
Q9BYM8	RBCK1
C9JXQ9	NDUFB4
A0JPL2	Csnk1a1
P97450	Atp5pf
P12883	MYH7
P78346	RPP30
F1SB76	FAM185A
D3Z269	Lypla1
F1S2Y4	PTPN14
A2AT93	Plcb4
I3LR72	HGH1
C9JX21	RHOA
H0YHB8	PFKM
F1SHH7	API5
A0A0G2JGY3	Igkv6-13
E9QJS1	Tyk2
Q921U8	Smtn
I3L1F4	GLOD4
A0A140T947	DHX16
A0A087WUS4	RNPEP
F1LSM3	Wdr44
B0BNN3	Ca1
A0A075B6K4	IGLV3-10
P84078	Arf1
P45479	Ppt1
K7EIE4	SEPTIN9
Q9BRL6	SRSF8
A6PVN3	CRAT
H3BST1	BLOC1S6
P97372	Psme2
B7ZC18	Stat3
A0A2R8Y6E6	SUCLA2
P83868	Ptges3
Q95281	RPL29
D4A994	Emc1
A0A140T9I0	HLA-A
P70207	Plxna2
Q8TB40	ABHD4
D3ZTW9	Exog
F6PVF4	RELA
A0A0J9YV88	Tcf4
A0A0G2KAQ5	Myoz2
Q5TBN5	LCP1
A0A287AMZ2	CCT3
B7ZBC8	KATNA1
E5RJH0	BHMT
D3YWL1	Rab3d
Q969Z0	TBRG4
G3UYX2	Snx21
Q9NQC8	IFT46
Q8CHB6	Ncor1
P53999	SUB1
A0A0G2JGP4	Nras
F1S3L1	DCAF4
F6PW60	SRPK1
Q00558	F8a1
F1SQ75	LRCH3
Q9Y5U9	IER3IP1
Q5M7W5	Map4
D3ZC07	Pkn3
Q9P1F3	ABRACL
A0A087WS07	Slc26a6
Q8K0L0	Asb2
Q99MR8	Mccc1
F1SKD6	SLC16A7
J3KS89	ACADVL
P42859	Htt
F1S5G2	OTOP1
Q9DAV9	Tmem38b
Q3KQV9	UAP1L1
K4DI89	AAMDC
F8WIV5	Dnm2
P09034	Ass1
Q9NP80	PNPLA8
Q5LJA5	UCHL5
D3ZTB5	S100a13
Q5T2W1	PDZK1
K7EM18	EIF1
E9PQC9	EEF1D
E9PEL3	RPL37A
Q7TP21	Rpa1
P55001	MFAP2
Q9H977	WDR54
F1RM49	PCDH12
A0A0H2UHK2	Pgrmc1
A2AC03	Aspscr1
Q86TU7	SETD3
J3KPA1	CRISP3
A0A087X2I4	PSMB6
Q9DBG6	Rpn2
Q64674	Srm
A0A287B7H7	TNS3
Q04206	RELA
Q7TQA1	Igsf1
A0A0A6YWK5	Ighv1-31
Q3UKC1	Tax1bp1
Q5SVT1	Trim16
F1RF36	ADGRG1
I3LIQ5	MFSD1
Q3TDW6	Apbb2
F8W0G4	PCBP2
Q9NUM4	TMEM106B
E5RFF0	ANXA6
Q5XIF5	Degs1
D3ZAZ0	Eif3m
Q6PGF5	Bms1
A0A0G2K1T0	Gls
A0A5K1VRJ7	SAMD4A
F1SNY0	APOBEC3B
F1LMI6	Slc5a2
Q7Z7G8	VPS13B
M0R592	Mamdc2
F7FF45	Numa1
O60870	KIN
Q5BJZ6	Carnmt1
E7ER27	HSD17B4
Q6IFV6	Krt35
Q9JIH7	Wnk1
Q9D4B2	Odad4
F5GXJ1	NDUFS7
Q9D7X3	Dusp3
Q86YS6	RAB43
Q9NX40	OCIAD1
Q9QZL0	Ripk3
Q9BVC6	TMEM109
A0A287AQ26	PLA2G4A
P35285	Rab22a
F1MAD2	Patj
P43490	NAMPT
Q3V1D3	Ampd1
E7EPU2	DIP2C
Q63750	Mrpl23
F1M9C9	Hars2
Q15326	ZMYND11
P01965	HBA
O95926	SYF2
H0YFX4	SLC3A2
P62628	Dynlrb1
Q7Z569	BRAP
F1M5Q4	Fbn2
D3ZKN0	Ccdc9b
Q9HC35	EML4
B2KF50	Uhrf1bp1
Q91WC9	Daglb
I3LGT3	LAD1
D3YWT0	Sec11a
F1LM84	Nid1
G3V8R5	Lipe
A2A702	Eif3m
Q86UT5	PDZD3
O15484	CAPN5
O55137	Acot1
Q13257	MAD2L1
D2D0E5	FADS3
Q7Z4I7	LIMS2
D3Z4I3	Rbm24
A2AGJ9	Slc12a6
Q62348	Tsn
F2Z5B2	TUBB
A0A0R4J0M8	Ccdc63
Q5PQV5	Tpbg
I3L5M4	CA14
Q99829	CPNE1
I3LSK6	ALDH1A2
Q3HUX1	CD36
F1SJS0	MCAT
H0Y8Q0	USP45
Q86WA6	BPHL
Q68EF0	Rab3ip
A0A0G2JV81	Arf3
O88851	Rbbp9
A0A0A6YWY9	Ighv2-6-8
A0A0G2JV72	Ube2d3
P32851	Stx1a
I3L5I9	PAH
F1SU33	STARD7
Q6PCU2	Atp6v1e1
Q8N568	DCLK2
A0A0U1RS21	Rac1
M0QWY0	Emc8
Q6P799	Sars1
A5A3E0	POTEF
P07687	Ephx1
B0BNJ9	Tmem14c
Q01984	Hnmt
D3YV10	Ccdc13
Q9D2B4	Ddo
I3LUE6	CDV3
E9Q7L3	Pbrm1
A0A5K1U589	UBA1
F1S0R7	NSUN2
D6RJ76	Fbxo7
Q9CQB7	Lyrm1
F1SBM2	TRMT6
F1SQ22	CD86
D3YZ68	Eef1a1
A0A0H2UI42	Mrpl30
A0A0G2JTV0	Ighm
H7BZK1	SORBS2
Q5VTA0	PRAMEF17
Q14576	ELAVL3
O95178	NDUFB2
Q9NXG2	THUMPD1
P55041	Gem
F1S1R4	SH3BGRL
V9GXB6	Hnrnpll
A0A140TA19	HLA-C
E7ETU7	MRPL3
Q6AXR1	Tbc1d20
F1RMZ8	ATP6V1B2
F1SQX0	RERG
B1AJZ5	MAN1C1
Q3URU2	Peg3
Q15139	PRKD1
Q9DBG1	Cyp27a1
P01831	Thy1
R4GNK3	Txn1
Q8TF46	DIS3L
B6RK61	Myh7b
A0A0C4DGB2	GCLC
P85298	ARHGAP8
Q4G064	Coq5
Q8BH60	Gopc
G3V6N4	LOC100912042
O60925	PFDN1
A0A2C9F3C0	GUSB
A0A0C4DH24	IGKV6-21
A0A0U1RPL0	Atxn2l
G3V6P4	Phospho1
J3KRJ9	COPZ2
H0YJN9	LGMN
B1AXW4	Prdx1
A0A0G2JSR9	Sdf4
Q8CJF8	Ago4
Q8R5A0	Smyd2
O60547	GMDS
Q8BKF1	Polrmt
A0A0G2JGQ8	Iglc3
A0A1D5RM83	Iqsec1
P62267	Rps23
Q9H223	EHD4
F5GYJ5	SDHAF2
D6RB89	RBP2
S4R313	PALMD
F1LPL6	Insr
D4A1U4	Cdan1
P39688	Fyn
F6Q9P4	MYL1
Q5SSE9	Abca13
Q8K3W2	Lrrc10
Q4KLZ6	Tkfc
E9PKU7	GANAB
Q5SUR0	Pfas
B0R0Y8	Sh3kbp1
Q12882	DPYD
I3LS70	KPNA2
O35683	Ndufa1
Q3U2I3	Fhip1b
Q9Y281	CFL2
Q8VCM7	Fgg
E9PX43	Plekha6
P82279	CRB1
C0HKE4	H2ac8
P80202	Acvr1b
E7EMM4	ASAH1
Q62839	Golga2
F1SJZ5	CPEB4
F1SF69	ICA1
Q9H1R6	BCL2L1
O75752	B3GALNT1
P08183	ABCB1
D3ZIL9	Dis3l2
P08644	Kras
P27216	ANXA13
Q63829	Commd3
Q19T08	ECSCR
P20444	Prkca
Q6DUB7	STMN1
P62263	RPS14
Q6NYC1	JMJD6
Q3U3V1	F10
Q8K0L9	Zbtb20
Q6ZQ29	Taok2
F8WDV5	MFSD9
D3ZC81	Pex10
F1SCF5	DNAJB1
A0A1B0GR78	Stim1
A0A1C7CYV0	Pls3
A0A287BCM2	CUTA
A0A0R4J0T8	Arfgap3
Q9UBS8	RNF14
Q7TQ74	Stt3b
F1RJL1	NCF1
Q9D1R9	Rpl34
G3V8G2	Psmd5
B5MBX2	TCN2
Q9JI39	Abcb10
D6RFY6	SNF8
Q8BRB0	Cog6
Q8BP71	Rbfox2
M0R6R7	Mef2a
F1RJT3	DPYSL2
F6PUF1	BGLAP
A0A0U1RQE4	SH3D19
A0A1W2P788	Man1a
A8Y5K6	Eif4enif1
B5MCZ9	QPCT
M0QWU8	Dbi
O14732	IMPA2
E9PLD0	RAB1B
X6R242	PTBP3
F1SJY1	ERGIC1
P05964	S100a6
F1SFM0	CNTN4
P08253	MMP2
Q9WVI4	Gucy1a2
A0A140LIU9	Tspo
I3LQN4	PHB2
B4DDF4	CNN2
Q96HW7	INTS4
E9PYP2	Nbeal1
Q007T5	ARF6
E9PFW2	MANBA
I3LGI8	FCN2
Q5VW30	NFIB
X6RK58	LRRC20
R4GNF4	COMTD1
F1STD5	ACTR1B
P11712	CYP2C9
S4R3C6	TGFBI
P60520	GABARAPL2
Q68FP1	Gsn
Q8BTE5	Cebpzos
Q9D3D9	Atp5f1d
H3BQB1	APRT
F1LNI0	Gpd2
E7EQ29	GLB1
Q9NVM4	PRMT7
E9PCY5	TOP2B
Q8WU40	CAMK2G
A2ASS6	Ttn
I3LHH1	PQBP1
B5DFG4	Hspb7
Q6ICB0	DESI1
Q3UZA1	Rcsd1
A2A5R4	Znfx1
F8WE98	FLNA
Q4VC33	Maea
O00762	UBE2C
Q9NX24	NHP2
F2Z3J2	PSMD5
A0A0G2K621	Pnpla8
F1RFG6	NF2
P21860	ERBB3
A0A0G2JST3	Krt1
A0A0R4J233	Septin10
Q8CGE8	Ifi205a
Q8N1N4	KRT78
E9Q6G4	Abca7
F1SA85	ASAP2
A0A0R4J125	Sacs
E9PY51	Trappc8
O08679	Mark2
D3YX08	Tmem109
G3V7C6	Tubb4b
Q3TYX3	Smyd5
P04908	H2AC4
P04908	H2AC8
Q9DCZ1	Gmpr
A0A0J9YUF8	Specc1
G3V657	Tbx5
P70583	Dut
Q9ULA0	DNPEP
B2GV05	Rbm5
Q5THN1	HEBP2
Q6ZXV5	TMTC3
Q9WTQ1	Prkd1
A0A0G2JES6	Rilpl1
F1S2G1	AP3B1
Q9D1M7	Fkbp11
R9PXT7	Mmp12
A0A087WZR3	BRCC3
G3XA09	Apaf1
F1RUR3	CCNY
Q01638	IL1RL1
C9JIS1	GNB2
A0A0A6YYJ8	LUC7L2
M0R7E0	Btnl9
A2AI88	Phka1
D3YZ00	Nfix
O35111	Kcnk3
Q9NVN8	GNL3L
P59016	Vps33b
E5RJ08	CHCHD7
Q01231	Gja5
I3L5N3	LOC102166306
P13697	Me1
D4A030	Ubp1
I3L7C7	CCDC66
O08970	Tuft1
E0CZF6	Pip4p1
F8WGT6	Prkcq
O75923	DYSF
Q60604	Scin
Q8IXT5	RBM12B
O75947	ATP5PD
A0A0A6YVU8	Gm9774
E9Q7D8	Pcbp3
Q6I9Y2	THOC7
S4R165	Ank3
V9GYJ8	APOC2
Q8BIJ7	Rufy1
F1RJE3	VWA1
Q6QA76	PDZD11
A2ARP5	Ckmt1
Q5T2B5	CUL2
Q9CQE3	Mrps17
W4VSQ0	Ank3
Q8WYQ5	DGCR8
A0A087X1I3	SDHA
I3LG18	SLC12A4
E9PU37	Zdhhc13
A0A1B0GTJ7	ADSL
E9PX65	Yars2
Q03173	Enah
D3YW60	Ruvbl1
Q9UJX3	ANAPC7
P23347	Slc4a2
Q8N4H5	TOMM5
B2RUF0	Ybx2
A2AUD5	Tpd52l2
A2AEX8	Fhl1
D3Z413	Trmt1
O14662	STX16
A1L1L5	Ccnk
Q08857	Cd36
D3ZV74	Nudt7
P51787	KCNQ1
C9J6A7	RPE
Q9JLC3	Msrb1
B1AU22	Fgf13
F1SQW0	PAK2
Q8N6Y2	LRRC17
A0M8Q6	IGLC7
D6R9Z1	RACK1
P63001	Rac1
I3LEX0	RPS9
F1RT83	SDCBP
A0A0G2K4R1	Ppp1r12c
Q13201	MMRN1
Q8IVH4	MMAA
Q8NF50	DOCK8
Q8K4Y7	Cant1
A2AH27	Nudt9
A0A0R4J039	Hrg
Q9R229	Bmp10
A2ABU4	Myom3
A0A0R4J1Z4	Pou2f1
B8ZZX6	STEAP3
Q8R088	Golph3l
P02696	Rbp1
P31946	YWHAB
F6QYT9	Kalrn
Q8BR92	Palm2
A0A140UHW6	Trmt1
M0R4F8	Dnmbp
A0A480TDE1	PKIA
Q96GN5	CDCA7L
Q8WY91	THAP4
B9EJ80	Pdzd8
P54316	Pnliprp1
C9JHR8	CD163
F8VS58	RPLP0
E9PUQ5	Golga2
A0A287AMN2	NDUFS4
G3V6S8	Srsf6
Q8CCM0	Camk2d
O00629	KPNA4
P06731	CEACAM5
A0A140LHS4	Prmt1
D4A650	Msrb3
C7TQ57	Cacna1c
A0A075B7G8	APBB1
P02675	FGB
F1SLH0	MTHFD2
Q62283	Tspan7
Q9Y3C6	PPIL1
A0A0G2JEP4	Lrrfip2
E9PME9	TPP1
A0A0G2KBC7	Pfkm
Q99PT1	Arhgdia
P13864	Dnmt1
D3Z4P2	Lman2l
P26022	PTX3
O95816	BAG2
P07872	Acox1
P69905	HBA1
P69905	HBA2
H0YA91	CAST
O95382	MAP3K6
A0A0A0MRD9	HPR
P13686	ACP5
B2RY58	Hcn4
F1SIF8	NUP160
Q9JHU2	Palmd
Q63016	Slc7a5
Q5U2U2	Crkl
P30713	Gstt2
F1SJV7	RBM7
D3Z4E6	Vezt
A0A0H2UI20	Ctbp1
P25886	Rpl29
I3LJP2	SELENOP
B1WC26	Nans
P45700	Man1a1
Q9WVC6	Sgk1
F5H1V1	ARF3
F1SNP0	COL4A3
Q9NPG3	UBN1
P16054	Prkce
F1S4A6	SYNJ2BP
G3V8V0	Arl2
H7C3W8	LRPPRC
K7GKR6	ANXA2
G3V3X5	LTBP2
Q3TXT3	Inip
B7Z415	QDPR
P12724	RNASE3
A2ACM0	Rptor
E9QKK1	Cenpe
E9PYF4	Lmo7
A0A0U1RNF2	Lcmt1
E9Q683	Cacna2d2
P10711	Tcea1
Q14258	TRIM25
P82094	TMF1
P13383	Ncl
F6QB76	P4HA1
F1REZ3	VCAN
M0R2I7	HNRNPM
Q3V6T2	CCDC88A
Q8VDC1	Fyco1
I3LRT0	AGTRAP
P59267	Zdhhc2
A0A1W2P7Z8	Gm9045
F1RIA7	TMEM109
Q9JJW5	Myoz2
Q63HR2	TNS2
F1M8H2	Wars2
P97834	Gps1
Q9C004	SPRY4
H3BK03	Pon1
P12791	Cyp2b10
D6RF07	OCIAD1
P34926	Map1a
D3Z7Q8	Polr1c
E7EUY5	SSBP1
Q764M8	IFNAR1
I3LDD9	BLOC1S4
H0Y360	AMPD2
F1LMM2	Snx17
P10111	Ppia
P35486	Pdha1
Q5U1W8	LOC100911295
P09606	Glul
G5E846	Prph
F8VVF2	ALDH7A1
I3L246	RPS15A
M0R459	Cd300lg
O00116	AGPS
P05943	S100a10
Q6PEY1	TMEM88
Q91WB2	Plpp7
G3X9K9	Psme1
Q03154	ACY1
D3ZUL5	Myct1
E9PUP0	Rps6ka6
Q9UG56	PISD
Q92619	ARHGAP45
A0A0A0MQB0	Odr4
Q4QQT2	Fam118b
A8D737	CDH13
F1S317	AKAP9
Q8BG93	Nudt15
Q6PJG6	BRAT1
Q8CBF3	Ephb1
D4A932	Plekhm2
Q6TA25	Fgfr1op2
J3KTA4	DDX5
I3LN51	POLR2K
F1SNZ1	LZTFL1
E5RGC7	MRPS28
A0A2R8YFH6	RPS10
Q9JHS9	Cwc15
Q9UBX3	SLC25A10
F1SBU5	DUS3L
A0A0G2JDZ9	Ankrd17
A0A087WSY4	IGHV4-30-2
D3ZGM7	Pi16
Q9JIP6	Fzd2
B8JJB2	Pdlim7
H3BL49	Cct8
Q06AS6	GNAI2
B2RZD7	Lyrm9
G3V7P8	Ndrg4
F2Z5F8	MEMO1
Q498R7	Czib
O15075	DCLK1
O60711	LPXN
F1STT5	SELENON
E9PF19	TBL2
Q99500	S1PR3
O46409	APOA4
Q9H029	SAR1B
D3YZN3	Capg
E9QPE7	Myh11
A0A0A6YWJ5	Mbnl1
F6V084	Tmx1
H7C229	CYFIP2
O54754	Aox1
D3ZYT2	Mrps5
A0A087WZF1	LPP
A0A140TA84	MICOS13
F1M9B2	Igfbp7
A3KGT0	Celf2
O35763	Msn
O70469	Dok2
D3Z1I2	Git2
Q64010	Crk
F1M625	Usp46
Q2YGT9	RPL6
D6RFX4	RACK1
D4AD71	Olr105
P02790	HPX
C9JN83	NAA10
Q9CQ00	Dmac1
Q9JJM7	Gp1bb
A0A1W2PQB7	SCARB2
G3V7F5	Nr2c2
Q5SPH3	4930438A08Rik
Q9DCL8	Ppp1r2
A0A287A4W6	TMEM19
O70361	Per3
P00966	ASS1
Q2M2I8	AAK1
B1ALD0	AP4B1
Q568Z6	Ist1
E7ETL8	DYNC1I2
Q7TSZ8	Nacc1
Q61771	Kif3b
A0A087WYL7	MED6
Q5U2Y3	Mpp7
A0A0C4DFP6	CRTAC1
F5GXE0	M6PR
Q66HA7	Cbfb
F1RHR9	EXOSC10
Q9NSY0	NRBP2
D6RAL0	ABLIM2
D6RA82	ANXA3
P59017	Bcl2l13
P12001	Rpl18
A0A2R8Y7N0	EPB41
A1BN54	Actn1
D6RJI3	FBN2
D3Z3Y4	Tial1
Q3UHH0	Atp2b2
A0A5G2R563	SEC11A
I3LEG7	EGFLAM
Q9JK81	Myg1
H3BSJ5	COQ9
G5E972	TMPO
P49117	Nr2c2
G3V7V5	Fkbp11
D4ABD9	Rbp7
A0A5G2R7Z4	CTNNA1
F1S0P2	RGS22
Q9H6L5	RETREG1
F1S6Y0	CCDC28A
E7ET40	PLAU
Q5XPI4	RNF123
Q5BK45	Gimap7
F1S7L8	SH3GL1
Q01105	SET
F1S179	TSTD1
G3V4E4	LGMN
F1SE30	ANK1
D3Z7Z4	Lipt1
Q5W0J8	ECHDC3
M0QYH3	KHSRP
Q6UWY5	OLFML1
Q5XIT9	Mccc2
F8WDW3	ARPC4
M0RA39	Mxra7
F1RP45	LOC100520401
F1SAA9	UCHL5
A2BDX3	Mocs3
P16617	Pgk1
P11103	Parp1
Q9D6J5	Ndufb8
H0YG03	MFAP5
Q8BYC6	Taok3
D4A678	Spta1
Q9Y376	CAB39
E9Q715	Luc7l2
A0A0G2JSY2	Cast
P46462	Vcp
F1RIG0	NMNAT1
D3YVW0	Mtx1
F6XGN0	Nup210
F8VUA5	RAB5B
P25815	S100P
Q8R1V4	Tmed4
M0QZF4	SHKBP1
B8ZZX2	COQ10B
H0Y8X4	DNPH1
A0A0R4J2C6	Apbb1
O88763	Pik3c3
H0YAH0	PCDH7
Q63ZV7	Swi5
F1RMR5	ISOC2
O75161	NPHP4
E9PUB7	Msto1
P15502	ELN
Q8K366	Exosc10
K7ER15	HDHD2
P21266	GSTM3
A0A1W2P882	Atp2b1
A7XP20	BCL10
Q5JTB4	PLAC9
Q99436	PSMB7
A0A2R8Y4F5	HADHA
Q6NVF4	Helb
P49666	RPL21
F1RNT6	RGMB
P63041	Cplx1
H0YM15	MINDY2
Q9DA03	Lyrm7
Q13136	PPFIA1
A0A0G2JFK2	Fubp1
A6ZIQ8	Tmem38a
Q8BM39	Prpf18
Q5U4F6	Dync2i2
F1MAA3	Ppp2r5d
G3V7R8	Dimt1
A0A075B730	EPPK1
H0YAK8	RBP1
P55821	Stmn2
F1SDB6	PRKAB2
A0A0A0MR02	VDAC2
B1AXW3	Akr1a1
Q9D7E3	Ovca2
F8WEV0	ACAD11
M0QZM1	HNRNPM
D3YTF8	TXNRD2
F1S0T2	FASTKD3
A0A024R3B9	CRYAB
D4A0H5	Cpsf1
C9JZE0	FXR1
J3QKN1	FXYD6
F8WGS1	Rab11a
B4F7B2	Taf10
H7BZ50	MZT2B
M0R6B9	Cstf2t
I3LRE9	NEU3
A0A5S6GR81	CTSB
A2AVZ9	Slc43a3
E9PLC9	CAPN1
F1ST73	GRHPR
Q9NQE9	HINT3
E9PKZ0	RPL8
H0YEV6	LRP8
Q96CV9	OPTN
E0CYB9	Mff
A0A0C4DGM5	ZNF106
O15155	BET1
I3L1F5	HMOX2
Q8N1Q1	CA13
F1S069	PDK1
Q8K4L2	Svil
Q5XI74	Eepd1
D3YVV9	Synpo2
Q9CQ02	Commd4
Q6GQT1	A2m
K7ES75	LGALS3BP
E9Q4P5	Synj2
Q5XIB4	Ufsp2
Q5M7W7	Pars2
H7C3F9	ARPC2
A0A287B3E1	STOX2
F1SLF9	STAMBP
G3XA20	Grip2
Q6AYE2	Sh3glb1
E7ES84	KNTC1
P11345	Raf1
A0A140T9S7	HLA-C
P49817	Cav1
G3V7K1	Myom2
K7N7E5	FADS1
Q8NCF0	CLEC18C
M0R7U6	Sowahc
A0A1W2P8B1	Cdc34
O95819	MAP4K4
E9Q4K0	Ablim2
Q9JJV9	Scn5a
P08508	Fcgr3
F1RI89	MRPL16
P36552	Cpox
Q9CYG7	Tomm34
Z4YN00	Fbxo6
Q80ZP8	Manf
B2RYD7	Stt3b
H0YAH5	ANK3
I3L9F7	KPNA1
F1RF79	NPPA
P28702	RXRB
Q9CRD2	Emc2
G3UW85	Erh
A0A0R4J0D3	Stt3b
E9Q5K9	Ythdc1
A0A0D9SF63	TBL1XR1
P36365	Fmo1
D4A3X9	Zkscan8
P0C7P0	CISD3
X6RA56	DCTN3
F1RVQ5	DAAM2
A0A0H2UHH3	Abcb8
A0A096MJY6	Gbe1
F1SA50	HNRNPM
P55088	Aqp4
F1RHA7	TGFBI
Q6P1J9	CDC73
F1RST5	ALOX5AP
B1AXW6	Prdx1
Q8IVF7	FMNL3
O08709	Prdx6
Q13416	ORC2
A2IDB2	YWHAH
P0C264	SBK3
P02802	Mt1
H7C216	DCUN1D2
E0CXK0	Impdh1
Q8BZ71	Stac3
F5H7C4	MSRB3
F8W1H8	CORO1C
B0BMU7	Elp5
F6TCF9	Bag1
G3V2N0	GNG2
Q5F2B1	Mpdu1
A0A0G2K7W7	Gsk3a
Q5M884	Eci3
C9JE02	IAH1
Q9Y3D9	MRPS23
P35363	Htr2a
F6V3Y9	Atg2a
Q63772	Gas6
F2Z5I7	AP1M1
J3KT77	PPP1R1B
F1S6K0	ZCCHC14
C9IZ01	GFM1
D6RHE5	TRAPPC11
F1S3C7	AP1G1
P67984	Rpl22
M0QX47	GMFG
F1S6Y8	RASAL2
Q8BSL7	Arf2
A0A0A0MSB8	EXOC7
A0A1W2P7D5	Tnfrsf14
Q8BYI8	Fam234b
Q96AM1	MRGPRF
P60762	Morf4l1
Q8N543	OGFOD1
Q4V8I6	Rpl11
A0A0A6YW44	Cnot11
F8WCR5	NIPSNAP1
P08552	NEFM
P55258	Rab8a
E9PQS6	RELA
K7EKV4	VPS25
H7BZZ8	SMTN
Q92828	CORO2A
P14925	Pam
F1RG15	MAPK8IP3
P02798	Mt2
Q80U87	Usp8
Q2UY11	Col28a1
H7C1W2	IDH3G
Q9NZN4	EHD2
D3ZS59	Fbxl22
P17897	Lyz1
D3Z881	Tbc1d4
K7ESA3	VAT1
Q14C51	Ptcd3
A5GFS9	STX16
P54727	RAD23B
Q5SV97	PERM1
Q32KJ6	Galns
F1SGS9	CAT
K7EM16	VASP
P62984	Uba52
P58281	Opa1
F8VQE2	Kif21b
Q99797	MIPEP
D3ZFK6	Atg16l1
Q61543	Glg1
Q3TUQ5	Pnn
F8VZV1	MON2
C9JEJ2	PCYT1A
H3BRG4	UQCRC2
F1M1T9	Pde4b
Q9BRF8	CPPED1
Q5XIJ7	Cab39l
Q8K0H5	Taf10
Q8CDA1	Inpp5f
O35242	Nsmaf
I3LMU6	RCN3
Q9Z108	Stau1
F1S8J8	METTL3
J3QRJ3	THY1
F8WGE7	Txnl4a
G3V9N0	Pabpc4
A0A5G2RDY8	CCDC158
B2GUZ7	Tbcc
F1SEC6	CPXM2
F1SQL9	PEX13
F2Z429	Tdrd6
B7ZNR9	Map4k4
P05784	Krt18
F1RHN8	TRIM21
Q59J78	Ndufaf2
Q93034	CUL5
P50637	Tspo
F1M8I7	Evl
O43681	GET3
F8VPN7	Dock9
H3BJ82	Golph3l
F1S5K6	SRBD1
O15027	SEC16A
F8W7L3	A2M
Q99JB8	Pacsin3
Q01205	Dlst
F1RX77	TTI2
B3KV06	MMP28
D3YUD8	Gm9774
Q3UMA3	Hgs
P13233	Cnp
H0YEP5	SMPD1
A2AH25	Arhgap1
D4A1A5	Ppp2r5c
Q8VHT6	As3mt
P01782	IGHV3-9
A0A0N4SUN3	Dysf
A0A0C4DG44	HTRA2
D3Z9L0	Agk
P55104	Inhbc
H0Y9C1	CNOT6L
P53814	SMTN
A0A498U6I0	H2-Eb1
A0A140LJ70	Prmt1
A0A286ZHW0	SF3B1
E9Q5L3	Acadsb
A0A0H2UI27	Sept10
B2RUJ8	Arhgap12
A6H630	Armt1
G3UWC2	Naalad2
O88656	Arpc1b
Q6ZPJ0	Tex2
F5GXU1	LDHA
A0A0G2K4T5	Smc5
B9A047	ASB1
Q7TPK6	Wnk4
A0A0J9YUJ8	Gsn
O00757	FBP2
A0A1W2P756	Timm13
O88753	Hbe2
F1RJL0	RCC1L
P25942	CD40
A0A0N4SVX9	Dysf
D3YYN8	Cdc42bpa
F1RKS3	FEN1
B7ZNP0	Edem3
F1STR4	PRSS23
A0A0G2JJQ0	PSMB9
Q91YY4	Atpaf2
D4A1F4	Ipp
E9Q9B0	Kif1c
F8W0N3	SLC16A7
A2AC16	Dcxr
E9PCB3	CTSB
A0A087WVN4	FDPS
B2RZD0	Mrpl57
C9JRM1	RHOA
A0A0G2K0Z7	Gpd2
Q80W49	Crybg3
C9JAV2	DCUN1D2
Q9JHI5	Ivd
P63086	Mapk1
Q8N1G4	LRRC47
Q8CIM8	Ints4
Q5RJG7	Crppa
D6R9B6	RPS3A
C9J4E3	LPP
P13284	IFI30
Q9CY34	Ube2f
Q8VEL0	Mospd1
A0A5G2R5J0	CAPZA2
A2VD12	Pbxip1
E5RIK1	R3HCC1
E5RFD7	LAMA4
Q86U44	METTL3
Q6PDG8	Mon1a
C9JU14	RAB6B
Q9WTK3	Gpaa1
Q99594	TEAD3
C9J1C6	RNF181
Q08J23	NSUN2
C9JIJ3	EHD1
Q9WTV5	Psmd9
F1SQR0	RBBP7
E9PYA9	Eci2
Q63607	Tpm1
Q8BHI5	Dgat1
G3V6W6	Psmc6
E9Q9C5	Atp6v0c
D3YW66	Coq6
F1LPV2	Vldlr
D4ACG8	Fuom
I3LKV1	HMGN4
K7EP01	H3-3B
E9PQ57	RAE1
F8W7S5	RRBP1
G3V353	METTL17
Q32NY4	Cnnm3
Q62446	Fkbp3
O55125	Nipsnap1
E9PCE7	TTC3
A0A0G2JVS2	Pa2g4
M0RCX0	Pcbd2
F1RJX0	AKAP11
Q8BYZ1	Abi3
Q99424	ACOX2
B1ARU4	Macf1
Q9H4M7	PLEKHA4
O08917	Flot1
D4AB98	Afap1l1
D6RD42	MLIP
A2ACU7	Nudt6
Q5SU71	Trim25
B5DFC9	Nid2
D4A465	Lamtor2
F1SDV5	EMILIN3
A0A0G2JDF7	Usp30
Q8VHM5	Hnrnpr
Q6P5E4	Uggt1
A0A0G2K8K0	Sfpq
Q8K0T0	Rtn1
Q8IY13	FBLN7
Q9H6B4	CLMP
Q9BU89	DOHH
R9PXS4	Pitpna
F1SS26	THBS1
O00471	EXOC5
G3X8S1	Dnajc19
A0A5S6GJG2	SRSF1
I3LNE5	SNRNP70
