From	To
A0A287BBB4	UniRef90_A0A4X1SDG7
Q80VQ1	UniRef90_Q80VQ1
G3V7Q7	UniRef90_G3V7Q7
B3KTQ9	UniRef90_A0A7P0TA35
P63321	UniRef90_P63321
Q5XI44	UniRef90_Q5XI44
Q5VVP7	UniRef90_Q5VVP7
Q0KL02	UniRef90_Q0KL02
G3V6I5	UniRef90_Q99M87
Q9P2X3	UniRef90_Q9P2X3
P0C2C4	UniRef90_P0C2C4
C9JNR4	UniRef90_A0A2I0TXN5
Q9Z0P5	UniRef90_Q9Z0P5
Q9H0Z9	UniRef90_Q9H0Z9
P13864	UniRef90_P13864
Q764N1	UniRef90_A0A8D1DAV1
F1RJK0	UniRef90_G1PQH0
E7ERK6	UniRef90_P10909
P29317	UniRef90_P29317
I3L704	UniRef90_I3L704
M0QXB5	UniRef90_O95571
P53810	UniRef90_P53810
O14787	UniRef90_O14787
P60825	UniRef90_P60824
Q9WV27	UniRef90_Q9WV27
Q8BIE6	UniRef90_Q8BIE6
F1S7S8	UniRef90_A5PK19
O95393	UniRef90_O95393
A5A780	UniRef90_Q96AX1
O35824	UniRef90_O35824
F8WB63	UniRef90_F8WB63
A0A288CFZ8	UniRef90_A0A4X1V2Y3
A0A5K1VE26	UniRef90_F6U4J8
Q9QYK7	UniRef90_Q9QYK7
A0A0G2K1I6	UniRef90_A0A2I3GMF7
Q9Y6Y0	UniRef90_Q9Y6Y0
F1S6V0	UniRef90_F6ZIY3
P39059	UniRef90_P39059
Q5VVC8	UniRef90_P62913
Q8VIJ5	UniRef90_Q8VIJ5
P97450	UniRef90_P97450
Q9JI10	UniRef90_Q13188
B2RYP0	UniRef90_Q6DHM9
G3V5T0	UniRef90_O43708
B7Z2Y2	UniRef90_Q14746
H3BSJ5	UniRef90_H3BSJ5
F2Z5G0	UniRef90_A0A2K5C7Q8
A0A096LNY5	UniRef90_A0A096LNY5
Q9JHS4	UniRef90_O76031
Q8CEC6	UniRef90_Q96BP3
Q9Z270	UniRef90_Q9Z270
P59114	UniRef90_P59114
F1SD90	UniRef90_A0A4X1SQV3
Q9CQ00	UniRef90_Q9CQ00
P46781	UniRef90_P46781
A0A0R4J1W7	UniRef90_Q9UJX2
F8WCJ7	UniRef90_F8WCJ7
P54922	UniRef90_P54922
F1SF62	UniRef90_A0A4X1TKE2
Q9H7F0	UniRef90_Q9H7F0
B0BNE9	UniRef90_B0BNE9
D3ZZ99	UniRef90_Q9QYC0
Q6AYT5	UniRef90_A6H630
E9PJJ2	UniRef90_A0A2U9QGI0
C9JVN9	UniRef90_Q9H9P8
P34931	UniRef90_P34931
P43274	UniRef90_P43274
E5RIX8	UniRef90_E5RIX8
I3L5N0	UniRef90_Q8IWS0
O94822	UniRef90_O94822
F8W7T1	UniRef90_G3SB55
Q9UFW8	UniRef90_Q9UFW8
O60237	UniRef90_O60237
A0A0R4J117	UniRef90_Q8R366
Q4V8J4	UniRef90_Q8C0N2
A0A0G2QC38	UniRef90_A0A0G2QC38
P13439	UniRef90_P13439
I3LND2	UniRef90_M3WXK6
H0YJ34	UniRef90_A0A1D5Q1W9
M0RCJ4	UniRef90_M0RCJ4
E9PPI5	UniRef90_E9PPI5
F5GWX5	UniRef90_F5GWX5
O09117	UniRef90_O09117
Q96SB4	UniRef90_Q96SB4
Q9NQ88	UniRef90_Q9NQ88
Q14331	UniRef90_Q14331
A6NHL2	UniRef90_A6NHL2
Q00724	UniRef90_Q00724
F1S2Y3	UniRef90_H2R842
K7ENB4	UniRef90_K7ENB4
Q7L014	UniRef90_Q7L014
P81377	UniRef90_P12849
H0YD73	UniRef90_H0YD73
P16960	UniRef90_P16960
Q29036	UniRef90_Q29036
Q5HY81	UniRef90_A0A096MZ29
Q60520	UniRef90_Q60520
H7C2R1	UniRef90_A8MVM8
I3LNX4	UniRef90_Q1RMS5
F1RKU4	UniRef90_M3WDF1
B5DEX3	UniRef90_B5DEX3
Q8BTJ4	UniRef90_Q8BTJ4
Q8IUR7	UniRef90_Q8IUR7
F1SHL9	UniRef90_A0A287B785
Q5HZA9	UniRef90_Q5HZA9
P02647	UniRef90_P02647
D3ZSL2	UniRef90_Q4KML4
F1RQR4	UniRef90_A0A4X1V6R3
E7EMG9	UniRef90_P33241
Q62186	UniRef90_Q07984
A0A0G2JZF0	UniRef90_G3X972
Q7Z3Y9	UniRef90_Q7Z3Y9
Q7RTN6	UniRef90_Q7RTN6
F5GZ00	UniRef90_A0A2I3HT71
P63213	UniRef90_P59768
E9PI90	UniRef90_E9PI90
P47809	UniRef90_P47809
F1SQ44	UniRef90_A0A4X1V2Y4
Q9UI47	UniRef90_Q9UI47
B4DK73	UniRef90_D6RB94
F1SMM3	UniRef90_O60518
Q9ES46	UniRef90_Q9ES46
Q8K4G1	UniRef90_Q8K4G1
Q5VW32	UniRef90_Q5VW32
Q8QZY9	UniRef90_Q15427
Q91WK1	UniRef90_Q91WK1
A0A5G2QV68	UniRef90_A0A5G2QV68
O88763	UniRef90_Q8NEB9
Q16854	UniRef90_Q16854
Q61810	UniRef90_Q61810
I3LEG0	UniRef90_A0A4X1UVB9
I3LT81	UniRef90_P18621
P63331	UniRef90_P63330
Q9EPX2	UniRef90_Q9EPX2
C9JND6	UniRef90_C9J6F3
F1SK86	UniRef90_A0A6J0XQZ6
C9K025	UniRef90_A0A8D1BCQ8
F1SPE9	UniRef90_O75165
M0QY97	UniRef90_M0QY97
F6SDV2	UniRef90_Q9GZM7
Q68FQ0	UniRef90_P80316
E9PV66	UniRef90_E9PV66
Q6AYB4	UniRef90_Q99M31
Q86YS6	UniRef90_Q86YS6
X6RKS3	UniRef90_P04156
O70511	UniRef90_O70511
G3X928	UniRef90_Q6NZC7
Q4KLK7	UniRef90_Q4KLK7
A0A1B0GUB3	UniRef90_A0A1B0GUB3
Q9R0I7	UniRef90_Q9R0I7
Q3KR86	UniRef90_Q3KR86
P21180	UniRef90_P21180
Q9QUM9	UniRef90_Q9QUM9
U3KQT1	UniRef90_P10768
F8VY04	UniRef90_F8VY04
E0CYH0	UniRef90_Q9ER69
H3BVA5	UniRef90_H3BVA5
Q8CH77	UniRef90_Q8CH77
F1SKH6	UniRef90_A0A7J7ZLC1
P70663	UniRef90_P70663
O55012	UniRef90_Q13492-5
Q969T9	UniRef90_Q969T9
Q99LR1	UniRef90_Q99LR1
F1M6A8	UniRef90_F1M6A8
K7EKG4	UniRef90_K7EKG4
Q8NDY3	UniRef90_Q8NDY3
A0A0G2JVG3	UniRef90_M0RD14
A0A0G2K174	UniRef90_A0A0G2K174
P63039	UniRef90_P63038
C9IZQ6	UniRef90_P97924-5
Q9NP73	UniRef90_Q9NP73
P62895	UniRef90_P62894
Q13522	UniRef90_Q13522
J3QSA3	UniRef90_O11993
Q9UM54	UniRef90_Q9UM54
H7BZM7	UniRef90_B5SNQ0
F8W8Z9	UniRef90_F8W8Z9
I3LPL7	UniRef90_I3LPL7
P31483	UniRef90_P31483
Q6ZQ08	UniRef90_A5YKK6
A0A2C9F343	UniRef90_A0A4W2ELQ1
H0YD41	UniRef90_H0YD41
Q9JHZ2	UniRef90_Q9HCJ1
O08808	UniRef90_O08808
Q8BWW9	UniRef90_Q8BWW9
P55213	UniRef90_P55213
Q9UHQ9	UniRef90_Q9UHQ9
A0A087WZE9	UniRef90_A0A2I2U6Q0
F1S0C9	UniRef90_G1SNL4
D3ZR49	UniRef90_O60476
Q3MIE7	UniRef90_Q9P000
B3KQ30	UniRef90_H0WHI9
Q96AJ9	UniRef90_Q96AJ9
A0A2R8Y755	UniRef90_A0A2R8Y755
H0YB16	UniRef90_Q05397
Q5FW52	UniRef90_Q5FW52
Q8JZS2	UniRef90_Q9QWV4
A6PWD2	UniRef90_A6PWD2
Q8R3Q6	UniRef90_Q8R3Q6
P50516	UniRef90_P50516
Q13838	UniRef90_Q13838
Q8K3P7	UniRef90_Q8K3P7
P43378	UniRef90_P43378
Q61151	UniRef90_Q61151
Q5GN48	UniRef90_Q5GN48
F1RVS8	UniRef90_Q9NZJ7
H7C3V9	UniRef90_H7C3V9
G3V4C6	UniRef90_G3V4C6
E9PCH6	UniRef90_E9PCH6
P40616	UniRef90_P40616
A0A2R8YE05	UniRef90_A0A2R8YE05
Q6YP21	UniRef90_Q6YP21
Q15119	UniRef90_Q15119
F1SQ46	UniRef90_A0A4X1V4G3
P55053	UniRef90_Q05816
F1SDE3	UniRef90_A0A452FZV7
Q5JTA5	UniRef90_Q5JTA5
P97863	UniRef90_P97863
P27321	UniRef90_P27321
O95622	UniRef90_O95622
Q5SV85	UniRef90_Q9JKC9
A0A5K1UWY1	UniRef90_A0A4X1T3R0
F1S6X0	UniRef90_A0A287BIM9
P70697	UniRef90_P32362
F1RIS8	UniRef90_A0A4X1T223
F1RG41	UniRef90_F1RG41
A0A287B763	UniRef90_M3W8R3
Q9R226	UniRef90_Q9R226
Q6QAT1	UniRef90_P62857
P62910	UniRef90_P62910
G3V8V1	UniRef90_P23785
D3ZCT5	UniRef90_P70261
B5MC22	UniRef90_B5MC22
Q9H832	UniRef90_Q9H832
F1LZ40	UniRef90_F1LZ40
Q9Y2W2	UniRef90_Q9Y2W2
P26376	UniRef90_P26376
Q5I0K3	UniRef90_Q8R4N0
Q0MUU2	UniRef90_Q9UHP9
P06744	UniRef90_P06744
B0QY36	UniRef90_L5M9Q3
P05714	UniRef90_P05714
Q2M1P5	UniRef90_Q2M1P5
Q06AU7	UniRef90_Q06AU7
Q9CR13	UniRef90_Q9CR13
F8VUX3	UniRef90_F8VUX3
Q9H2J4	UniRef90_Q9H2J4
Q01102	UniRef90_Q01102
I3LVH8	UniRef90_A0A287A191
A0A0A0MRI2	UniRef90_A0A3Q2GXN7
P60709	UniRef90_P60709
Q5T0R7	UniRef90_Q01518
P50667	UniRef90_P68530
A0A2R8YEZ7	UniRef90_A0A7J8D9V5
Q5T653	UniRef90_Q5T653
P62260	UniRef90_P62258
O19062	UniRef90_O19062
I3L742	UniRef90_F1N8Z4
Q92523	UniRef90_Q92523
F1S0A8	UniRef90_G1PMN3
O18994	UniRef90_O18994
B2RYM2	UniRef90_Q8R3E3
Q8K1A6	UniRef90_Q8K1A6
I3L9K5	UniRef90_A0A4X1UU92
Q15652	UniRef90_Q15652
F1SJV8	UniRef90_A2VE52
I3L0N3	UniRef90_P46459
Q91XD2	UniRef90_Q91XD2
D3ZN95	UniRef90_D3ZN95
Q3MIE0	UniRef90_Q3MIE0
P29457	UniRef90_P19324
Q5XI37	UniRef90_Q5XI37
M0R3F1	UniRef90_M0R3F1
P29410	UniRef90_P29410
P15205	UniRef90_P15205
E5RH24	UniRef90_A0A7M4FT00
Q15386	UniRef90_Q15386
D6RAW4	UniRef90_D6RAW4
Q62469	UniRef90_Q62469
D3ZQR7	UniRef90_Q9R0B9
Q9JKF1	UniRef90_P46940
Q56R18	UniRef90_O00505
Q9D7N9	UniRef90_Q9D7N9
G9F6X8	UniRef90_A0A4X1UBN3
Q9CWI3	UniRef90_Q9CWI3
Q9CQ45	UniRef90_Q9CQ45
F1RT28	UniRef90_Q9UGP8
Q14444	UniRef90_Q14444
F1SS01	UniRef90_P85970
D4A9G3	UniRef90_Q921Z5
Q8BG40	UniRef90_Q9BVA0
C9JLV5	UniRef90_C9JLV5
D3ZZ21	UniRef90_D3ZZ21
E9QJX9	UniRef90_Q9WVL2
F1RMH7	UniRef90_Q9H3U1
O95926	UniRef90_O95926
F1RNZ1	UniRef90_A0A6J3A3T9
D6REY2	UniRef90_E9PWI3
D4ADS4	UniRef90_D4ADS4
F1SRD1	UniRef90_F1SRD1
I3LK34	UniRef90_A0A287AET3
P48634	UniRef90_P48634
Q3KRC3	UniRef90_Q9DBG7
Q60675	UniRef90_Q60675
E9PD70	UniRef90_E9PD70
E7EQ72	UniRef90_A0A5F7ZL65
Q5M7T5	UniRef90_Q5M7T5
P17741	UniRef90_P30681
O88746	UniRef90_O88746
Q9Z1A1	UniRef90_Q8C2C6
Q68FT9	UniRef90_Q68FT9
P70451	UniRef90_P70451
V9GYW4	UniRef90_V9GYW4
G3V719	UniRef90_P58196
O08915	UniRef90_O00170
P49666	UniRef90_P46778
D3ZU70	UniRef90_Q9CQ04
P10109	UniRef90_P10109
F1S5Y8	UniRef90_O94967-4
A0A286ZNG1	UniRef90_Q15418
F1RQT6	UniRef90_F1RQT6
I3LUZ9	UniRef90_Q0Q0E4
E9PSK7	UniRef90_Q9ESN9-5
H0YK49	UniRef90_H0YK49
I3LUR7	UniRef90_I3LUR7
Q9NP80	UniRef90_Q9NP80
Q96QG7	UniRef90_Q96QG7
F1SA79	UniRef90_F1SA79
A0A0R4J0H8	UniRef90_Q6NWW9
E7ES10	UniRef90_P20810
Q9H0C8	UniRef90_Q9H0C8
A0A0G2JSQ6	UniRef90_Q15797
Q99593	UniRef90_Q99593
Q5JXH8	UniRef90_Q13642
F5H6X6	UniRef90_Q14697
A0A0G2JWK7	UniRef90_P31232
Q9Z2Q1	UniRef90_Q9Z2Q1
Q6P4Q7	UniRef90_Q6P4Q7
Q02078	UniRef90_Q02078
Q5T925	UniRef90_Q5T925
P09470	UniRef90_P09470
P17936	UniRef90_P17936
D3Z9E1	UniRef90_Q99K41
Q3TJZ6	UniRef90_Q3TJZ6
F1M9C7	UniRef90_Q8BG15
P21359	UniRef90_P21359
M0RBY8	UniRef90_M0RBY8
G3V2A3	UniRef90_A0A8C0MNX7
Q6PCU0	UniRef90_P35435
Q7TQA1	UniRef90_Q7TQA1
P32921	UniRef90_P32921
A0A0G2K7X0	UniRef90_P49911
D4AE58	UniRef90_E9Q238
F1SR01	UniRef90_F1SR01
H0YHX9	UniRef90_A0A1D5PLP1
F6PYB4	UniRef90_H0VQT1
H0Y695	UniRef90_P48728-2
P31939	UniRef90_P31939
Q9Y235	UniRef90_Q9Y235
F1RWH4	UniRef90_A0A481CG38
Q4U2R1	UniRef90_Q4U2R1
Q9Y6N5	UniRef90_Q9Y6N5
C9JGE3	UniRef90_C9JGE3
Q13610	UniRef90_Q13610
O35783	UniRef90_O35783
P12007	UniRef90_P12007
D3Z8V4	UniRef90_D3Z8V4
I3LTC4	UniRef90_I3LTC4
Q91V61	UniRef90_Q91V61
Q28948	UniRef90_P54646
E5RHS7	UniRef90_P00915
F1S4B0	UniRef90_W5QJ73
H9ZYI9	UniRef90_G3SPH7
G3V479	UniRef90_A0A2K6RB68
H0YKW6	UniRef90_A0A2I3H675
D3K5L2	UniRef90_A0A4X1T725
Q9Z1F9	UniRef90_Q9Z1F9
O89049	UniRef90_O89049
F1S8M8	UniRef90_F1S8M8
F8VUG2	UniRef90_P05787
P0DKR2	UniRef90_Q66JZ4
A0A287ARG4	UniRef90_P05786
D4A752	UniRef90_A0A0G2K8M9
P55008	UniRef90_P55008
H7BZT7	UniRef90_H7BZT7
F1S6M0	UniRef90_A0A667HJF3
Q9EPN1	UniRef90_Q9EPN1
C9K0J5	UniRef90_Q70E73
P08552	UniRef90_P08552
P49736	UniRef90_P49736
D4A1B8	UniRef90_Q0P5A1
A0A0C4DGS4	UniRef90_P13591-5
I3LFK1	UniRef90_A0A4X1TSI4
Q15369	UniRef90_Q15369
O00712	UniRef90_O00712
Q9D1M7	UniRef90_Q9D1M7
B2RRI2	UniRef90_K7E3S2
U3KPZ0	UniRef90_P54714
Q9ULQ0	UniRef90_Q9ULQ0
H0Y2P0	UniRef90_A0A2I3MHN4
P43024	UniRef90_P43024
P11960	UniRef90_P11960
K7EP07	UniRef90_Q99426
A0A0G2JJM1	UniRef90_A0A0G2JJM1
F8VRU1	UniRef90_A0A7J8FWP6
C9JF79	UniRef90_P40925
Q8C605	UniRef90_Q9WUA3
O88329	UniRef90_O88329
P27008	UniRef90_P27008
A0A0G2KAQ5	UniRef90_Q9JJW5
F1RHG0	UniRef90_F1RHG0
Q9Y6W5	UniRef90_Q9Y6W5
P16858	UniRef90_P16858
O88794	UniRef90_O88794
Q8R3F5	UniRef90_Q8R3F5
Q9JHK4	UniRef90_Q08602
Q12974	UniRef90_Q12974
A2AJB2	UniRef90_A2AJB2
A0A287ASZ5	UniRef90_A0A287ASZ5
Q9D5V5	UniRef90_Q9D5V5
Q91WC9	UniRef90_Q91WC9
Q9EQT5	UniRef90_Q99JR5
D3ZN27	UniRef90_O75165
Q99707	UniRef90_Q99707
I3LU08	UniRef90_I3LU08
Q9BXD5	UniRef90_Q9BXD5
F1STW6	UniRef90_M3W8R3
G5E8J3	UniRef90_G5E8J3
Q9DCA2	UniRef90_Q9DCA2
Q9NYY8	UniRef90_Q9NYY8
Q13326	UniRef90_Q13326
E9PN30	UniRef90_A0A2K5C6S4
F8W8N3	UniRef90_A0A0D9RMF4
Q9DB16	UniRef90_Q9DB16
Q63060	UniRef90_Q63060
F8VUX1	UniRef90_F8VUX1
C9IZU8	UniRef90_C9IZU8
Q9UBS4	UniRef90_Q9UBS4
Q9Y376	UniRef90_Q9Y376
Q99LP6	UniRef90_P97576
Q5XIF4	UniRef90_Q5XIF4
U3KPX8	UniRef90_A0A2K6KPA6
P04908	UniRef90_P04908
F1SHN1	UniRef90_I3MQQ6
P14824	UniRef90_P08133
Q15417	UniRef90_P37397
P13597	UniRef90_P13597
D6REP2	UniRef90_D6REP2
D3Z8S0	UniRef90_Q91X43
Q5TDH0	UniRef90_Q5TDH0
O75385	UniRef90_O75385
Q5VUB5	UniRef90_Q5VUB5
F1RGP6	UniRef90_Q8NFF5
Q7TMG8	UniRef90_O55126
B1AM21	UniRef90_B1AM21
Q9ERD7	UniRef90_Q9ERD7
Q8IYI6	UniRef90_Q8IYI6
F1LSM5	UniRef90_P28660
H0Y914	UniRef90_H0Y914
D4A4Q7	UniRef90_D4A4Q7
F5H1R4	UniRef90_F5H1R4
Q0VAK6	UniRef90_Q0VAK6
H3BT48	UniRef90_H3BUZ9
Q04609	UniRef90_Q04609
D3YTF8	UniRef90_Q9NNW7
Q96EB6	UniRef90_Q96EB6
M0R213	UniRef90_L9L7S0
Q8VDW0	UniRef90_Q8VDW0
H0Y3Y3	UniRef90_H0Y3Y3
F1RQI7	UniRef90_Q9UM54
Q9JJ54	UniRef90_Q14103
Q9WUA2	UniRef90_Q9WUA2
P01116	UniRef90_P01116
F1RK86	UniRef90_A0A7J8IZ47
Q9D385	UniRef90_Q4V8C5
H0YCG2	UniRef90_H0YCG2
Q92805	UniRef90_Q92805
O75746	UniRef90_O75746
H0YBE2	UniRef90_E5RFE7
K7ERI7	UniRef90_K7ERI7
K7EIV0	UniRef90_K7EIV0
Q3TCN2	UniRef90_Q3TCN2
A0A0R4J2E8	UniRef90_P43243
V9GYZ0	UniRef90_V9GYZ0
P59108	UniRef90_P59108
P14562	UniRef90_P14562
A0A5S6GB93	UniRef90_A0A2K6LXH4
E9PZ16	UniRef90_E9PZ16
Q60855	UniRef90_Q60855
A0A0D9SFR4	UniRef90_A0A0D9SFR4
F1RM09	UniRef90_Q9NRL3-3
Q07021	UniRef90_Q07021
K7ES46	UniRef90_K7ES46
Q3TDN2	UniRef90_Q96CS3
E7ENJ6	UniRef90_E7ENJ6
B1H230	UniRef90_O09110
Q5U651	UniRef90_Q5U651
O60524	UniRef90_O60524
Q96A32	UniRef90_Q96A32
P14069	UniRef90_P14069
G3V8Z7	UniRef90_Q9CQQ0
P19627	UniRef90_P19086
I3LRP1	UniRef90_A0A5G2QJ28
A8K8J9	UniRef90_A8K8J9
Q9QZZ4	UniRef90_Q9QZZ4
A6NC48	UniRef90_Q10588
I3LTB8	UniRef90_P01025
Q9D6Y7	UniRef90_Q9D6Y7
M0R4P2	UniRef90_Q9CZR8
Q9BVV7	UniRef90_Q9BVV7
Q9NX58	UniRef90_Q9NX58
P30039	UniRef90_P30039
F2Z5I2	UniRef90_Q14498
O75751	UniRef90_O75751
I3LKW5	UniRef90_I3LKW5
M0QZU8	UniRef90_P13805
M0R325	UniRef90_M0R325
Q8BPU7	UniRef90_Q92556
Q9CQF0	UniRef90_Q2YDI0
Q8C6G8	UniRef90_Q8C6G8
F6ZDS4	UniRef90_F6ZDS4
O15085	UniRef90_O15085
F1S7L6	UniRef90_Q2KIJ6
Q8K4B0	UniRef90_Q8K4B0
Q8CI78	UniRef90_Q8CI78
Q8C0N2	UniRef90_Q8C0N2
Q6PFW1	UniRef90_Q6PFW1
F8VPE8	UniRef90_F8VPE8
Q80ZS3	UniRef90_Q9EPJ3
P49821	UniRef90_P49821
Q9D735	UniRef90_Q9D735
A0A0G2JH38	UniRef90_P00751
A6PVN5	UniRef90_Q15257
F1RL95	UniRef90_F1RL95
Q9QYY0	UniRef90_Q9QYY0
E9PQ82	UniRef90_P35241
F8VX93	UniRef90_F8VX93
Q13190	UniRef90_Q13190
I3LIH2	UniRef90_H2QE97
G3V9V9	UniRef90_P97314
E9PH82	UniRef90_E9PH82
D3ZAZ0	UniRef90_Q5ZJ64
A0A1B0GUG1	UniRef90_A0A2J8X404
A0A0G2QC02	UniRef90_Q6MG76
Q8NBJ5	UniRef90_Q8NBJ5
F2Z2Q0	UniRef90_F2Z2Q0
E5RG91	UniRef90_E5RG91
A0A1B0GV75	UniRef90_P23786
Q8R3C7	UniRef90_Q8R3C7
Q56P28	UniRef90_Q56P28
F1RJV2	UniRef90_Q92878
B1WBQ5	UniRef90_Q13188
Q4KM58	UniRef90_A0A287ADI4
Q9QZA2	UniRef90_Q9WU78
P51779	UniRef90_P51779
Q5T376	UniRef90_G3RP94
F1S9N9	UniRef90_A0A4X1UCW4
A0A1B0GUD9	UniRef90_A0A1B0GUD9
F8W717	UniRef90_A0A2K5IMN9
K7ER94	UniRef90_K7ER94
F5H895	UniRef90_F5H895
F6SXL5	UniRef90_Q13838
I3LDE4	UniRef90_B4DI28
P51572	UniRef90_P51572
Q96LJ7	UniRef90_Q96LJ7
Q9D517	UniRef90_Q9NRZ7
D3ZEZ9	UniRef90_D3ZEZ9
C9JRZ6	UniRef90_H9FW98
Q9Z1G3	UniRef90_P21283
Q16134	UniRef90_Q16134
O00750	UniRef90_O00750
A6NMS2	UniRef90_A0A5F8G4Y7
P19221	UniRef90_P19221
P09671	UniRef90_P09671
F1LPW0	UniRef90_F1LPW0
P05964	UniRef90_P05964
O70325	UniRef90_O70325
Q15118	UniRef90_Q15118
O95298	UniRef90_O95298
X6R772	UniRef90_X6R772
F1RIG2	UniRef90_O95155
Q01853	UniRef90_P55072
Q7TN29	UniRef90_Q7TN29
F1RPT5	UniRef90_Q99569
P48729	UniRef90_P48729
A0A1B0GWD0	UniRef90_A0A667XNM0
Q8R323	UniRef90_Q8R323
E9QAT4	UniRef90_E9QAT4
P97370	UniRef90_P97370
P21913	UniRef90_P21913
P67779	UniRef90_P67778
D4A2D3	UniRef90_D4A2D3
H3BST5	UniRef90_Q8IXI1
A0A5S6GXN2	UniRef90_A0A8D1FVP1
F8WCN3	UniRef90_F8WCN3
Q969S8	UniRef90_Q969S8
F1ST92	UniRef90_P01304
B1AKB5	UniRef90_P19484-2
Q63584	UniRef90_P49755
Q4KLF8	UniRef90_O15511
F1SGL6	UniRef90_Q9Z140
Q78HU3	UniRef90_Q78HU3
P80404	UniRef90_P80404
Q8K2J0	UniRef90_Q8K2J0
Q9BRV8	UniRef90_Q9BRV8
Q7TMM9	UniRef90_Q13885
O43301	UniRef90_O43301
O00429	UniRef90_O00429
B5DER5	UniRef90_Q9CQA6
H0YL72	UniRef90_P50213
P97315	UniRef90_P97315
F2Z5J1	UniRef90_P62191
F1RU12	UniRef90_A0A4X1UPG1
A6NFQ9	UniRef90_A6NFQ9
H0YDE2	UniRef90_Q6IQ23-3
A0A287A096	UniRef90_Q6ZWX6
A0A0A0MRI8	UniRef90_A0A0A0MRI8
I3LA61	UniRef90_P11488
E9PDW2	UniRef90_E9PDW2
Q9NW08	UniRef90_Q9NW08
Q8C7H1	UniRef90_Q8C7H1
F1SMH5	UniRef90_A0A4X1SZB8
P51648	UniRef90_P51648
C9JHT9	UniRef90_Q9Y5U2
F1RV14	UniRef90_F1RV14
Q6IFW8	UniRef90_Q6IFW8
F1LSK3	UniRef90_F1LSK3
O60879	UniRef90_O60879
Q9BUJ2	UniRef90_Q9BUJ2
G3V4N7	UniRef90_P12277
Q6AXX6	UniRef90_Q6AXX6
P41567	UniRef90_P41567
Q6P3F7	UniRef90_Q6P722
E9PLR6	UniRef90_P05556
E5RK64	UniRef90_A0A667GN24
Q9CQJ4	UniRef90_Q99496
Q9UEY8	UniRef90_Q9UEY8
F1SMM0	UniRef90_A0A4X1W2V5
Q14194	UniRef90_Q14194
Q5D023	UniRef90_Q62698
A0A0U1RQL8	UniRef90_P06396
P49589	UniRef90_P49589
J3KQ66	UniRef90_Q60841
K7GPW1	UniRef90_A0A287AQ20
J3KSS0	UniRef90_J3KSS0
P25685	UniRef90_P25685
F1SPP8	UniRef90_F1SPP8
F1LWG8	UniRef90_F1LWG8
F1SUD6	UniRef90_A0A337SK28
Q7Z7L7	UniRef90_Q7Z7L7
Q13404	UniRef90_Q13404
Q62825	UniRef90_O60645
P01009	UniRef90_P01009
G3V6P2	UniRef90_Q01205
Q6NVE8	UniRef90_Q6NVE8
A0A287A518	UniRef90_L5LPX0
Q91YQ5	UniRef90_Q91YQ5
Q5PQL7	UniRef90_Q91VK4
F1SR79	UniRef90_A0A287A4R7
Q3UX10	UniRef90_Q3UX10
F1SSS5	UniRef90_Q3MIF0
F1LYS7	UniRef90_P82347
P11883	UniRef90_P11883
F1S5L7	UniRef90_Q53EL6
D3ZIQ3	UniRef90_Q91V79
P42932	UniRef90_P42932
O43488	UniRef90_O43488
A2A7K5	UniRef90_A2A7K5
F5GXK7	UniRef90_G1QD69
F1LP64	UniRef90_Q14669-2
G3V5L1	UniRef90_G3V5L1
Q9WUR2	UniRef90_Q9WUR2
F1RWA3	UniRef90_A0A384BAE1
A0A287BER5	UniRef90_O19098
O88544	UniRef90_O88544
B4DPQ0	UniRef90_P00736
P06730	UniRef90_P06730
O94906	UniRef90_O94906
A0A287B906	UniRef90_A0A3Q2GWR9
Q5XI86	UniRef90_Q8R2Y8
E9PIF1	UniRef90_E9PIF1
Q96SJ8	UniRef90_Q96SJ8
Q9Y3E1	UniRef90_Q9Y3E1
A0A1B0GTJ4	UniRef90_P49419-4
F1RH79	UniRef90_Q9H0E9-4
H0YH80	UniRef90_P49312
A1XQS5	UniRef90_A1XQS5
F1SKQ3	UniRef90_A0A4X1UAS7
F1SF43	UniRef90_Q29101
S4R3S7	UniRef90_A0A0D9S324
P38159	UniRef90_P38159
A2RTX5	UniRef90_A2RTX5
H0Y8W3	UniRef90_H2PHI0
H7C3M8	UniRef90_H7C3M8
D3ZUL8	UniRef90_D3ZUL8
P13233	UniRef90_P13233
Q5U2Z5	UniRef90_Q5U2Z5
Q3UHZ7	UniRef90_Q91YN5
A0A140TAA8	UniRef90_Q8VCB1
Q6NUK1	UniRef90_Q6NUK1
K7ER27	UniRef90_K7ER27
A0A087WZA9	UniRef90_G1RAU6
G3V8L7	UniRef90_G3V8L7
E7EQY1	UniRef90_E7EQY1
Q92817	UniRef90_Q92817
F1LMD9	UniRef90_P97874
A0A2C9F344	UniRef90_P20192
C9JM78	UniRef90_Q02338
Q9UBI9	UniRef90_Q9UBI9
Q6P503	UniRef90_Q6P503
Q8BJ05	UniRef90_Q8BJ05
J3QRN2	UniRef90_P02749
Q5SZX6	UniRef90_Q5SZX6
Q6AY46	UniRef90_Q80XC2
F1RZU4	UniRef90_A0A4X1VIH1
Q8IWA4	UniRef90_Q8IWA4
Q99M04	UniRef90_O43766
P07356	UniRef90_P07356
F1SME6	UniRef90_Q5IFJ8
K7ERU2	UniRef90_Q63ZY3
F1RR82	UniRef90_F1RR82
I3LIK1	UniRef90_A0A4X1U2E1
Q9BTE6	UniRef90_Q9BTE6
